,Epithelium,Myeloid,Stroma,T Cell,Other1,Other2,Other3,rho_Spearman,rho_Pearson
CID005744-1,0.04601149397074868,0.006224633290352038,0.20025135600712976,0.14150836473708275,0.19471478713077583,0.19611466574182917,0.21517469912208162,0.7995911887431792,0.5649788789064613
CID005745-1,2.195370033439186e-06,0.03598696793044186,0.277580520551755,0.21027487455559848,0.0032155934800226064,0.03900759592849501,0.4339322521836537,0.8850199354471237,0.6287945667008324
CID005746-1,0.08114022534502317,0.05413476891196432,0.11661527410181932,0.28071629961687095,0.043825846862020484,0.06411017555755444,0.35945740960474737,0.761314002952304,0.6219470382494561
CID005747-1,0.0003687584472872726,0.019599822051189365,0.13476754014439232,0.4782640664376776,0.0006172806633686478,0.20937628227905908,0.1570062499770257,0.856805039038922,0.6217120168436863
CID005748-1,6.076534469950488e-05,0.010047603426253757,0.22254818114292965,0.16841204348687178,0.07325379391209616,0.2654773862328704,0.2602002264542787,0.8404224915811458,0.5919309088109471
CID005749-1,0.17503186518055772,0.0001934080617113228,0.1994934726015544,0.2559484471526955,0.1214074996839211,0.144098633824451,0.10382667349510895,0.7636354322013639,0.6217126480965339
CID005750-1,0.055374251779541195,0.0005093784460720322,0.2672184546557373,0.20985178070593974,0.03700277183378833,0.2066974715454477,0.2233458910334738,0.8290815296883078,0.6474036950120736
CID005751-1,0.11030811944404748,0.0059051145773465295,0.06053460979488314,0.3038975222511627,0.1458277525971452,0.11091728888752461,0.26260959244789045,0.7586915837153164,0.6437758282457389
CID005752-1,0.17759612415664372,0.0066320074419864905,0.046814683448516525,0.12839222472756304,0.4331819076608283,0.1121261667688164,0.09525688579564562,0.7858757344475858,0.570395772949848
CID005753-1,0.057567367942022746,0.004994646816452221,0.32691902971041453,0.054916399407035334,0.35693186288191553,0.19857165877342026,9.903446873939864e-05,0.8332686257060979,0.5905398668038125
CID005754-1,0.38429400752149684,5.773826267569019e-06,0.3072779214162293,0.012886364583949171,0.28050184635336717,0.011044223293473307,0.003989863005216657,0.8049990260356693,0.5972251152527989
CID005755-1,0.020701457860144937,0.10530636490601787,0.03630816371689416,0.37696017401109577,0.005748649431354627,0.26680785233766385,0.18816733773682875,0.801938558877993,0.6327406318375568
CID005756-1,0.0003934059778812946,0.018583919719708054,0.33393743517913854,0.13272598458790985,0.11853305280580445,0.06919494674158522,0.3266312549879725,0.839137693800706,0.6127337949018684
CID005757-1,0.008974303942390571,0.21489682396879073,0.04406459125317457,0.32541994789532275,2.434255700677163e-05,0.24220803200294677,0.16441195838036773,0.7671983607810454,0.5799967931483586
CID005758-1,0.178911853274459,0.0027035415635815545,0.2756050467105635,0.03678950153891614,0.3653312041204546,0.10687713993077018,0.03378171286125489,0.7439359267734553,0.563333899241171
CID005759-1,0.00038976642167504156,0.16877713779619835,0.07665144502417798,0.4566828938104064,0.06446960669637747,0.06765743948362593,0.16537171076753884,0.8467688069341026,0.595554202056469
CID005760-1,0.18274898975767165,3.7558207243255884e-05,0.19929196438953686,0.08783029771855456,0.339112199840386,0.13618221119454307,0.054796778892064614,0.81245375166494,0.5936580610705757
CID005761-1,0.02034203595405733,0.061838601097230966,0.039540706165805455,0.27495990652764635,0.023827402200522225,0.2551470519331185,0.32434429612161914,0.766171459724683,0.6250079768752796
CID005762-1,0.19511962917972187,0.012335279492887855,0.22070545741046327,0.14268059246201825,0.2893833670973466,0.13619246941434876,0.003583204943213444,0.7805320557551428,0.5985311050573999
CID005763-1,0.04043501749847037,0.10699928317728434,0.23006474591432483,0.3109244815335174,0.044153705724914415,0.012948385745242116,0.2544743804062466,0.7733874535905969,0.668376601673269
CID005764-1,0.00021799506809748475,0.07822627260106395,0.17593723210415904,0.24791727311711526,0.12608818982292921,0.13943605850739013,0.2321769787792449,0.8378713049044973,0.6057113627168517
CID005765-1,0.026051356663541855,0.04739213456082081,0.3513839256426861,0.14831765756723136,0.23348046490466307,0.054207026107125626,0.13916743455393119,0.8782791255412241,0.6137519814591008
CID005766-1,0.005972575747644049,0.03417921558981966,0.18700329019388662,0.40033773868964695,0.12183210200406619,0.08413792279329113,0.1665371549816454,0.8747139718354755,0.6578029396457892
CID005767-1,0.1217117907170124,0.02882756567625981,0.16253551279428846,0.20035430276802302,0.1544241589923478,0.11939898913114759,0.21274767992092083,0.6888881689054215,0.5618069492500438
CID005768-1,0.0005298281542823983,0.011327641789497855,0.11220194039268251,0.3264816250218551,0.07968236310288639,0.23435060311202457,0.23542599842677112,0.8453854241710312,0.5893864100818037
CID005769-1,0.13010978446482016,0.003606753199595851,0.35909970382709666,0.0797888763901197,0.2775854485787977,0.08901139568199377,0.06079803785757623,0.8150408123769083,0.597795242967611
CID005770-1,0.1735542708028228,0.0010774911023211954,0.31441508774428667,0.00017575693414574755,0.28605284626902544,0.06576684677078128,0.15895770037661686,0.7873658086770415,0.5844352543008688
CID005771-1,0.02216366124039341,0.08854694136897054,0.11712498457000882,0.23227235916037273,0.05282169427885339,0.22819837104301532,0.25887198833838587,0.7228960521157217,0.5792224400564147
CID005772-1,0.05175638520743407,0.06026879668048271,0.16958451362725874,0.20364280471258595,0.21260892532582118,0.08211536118050441,0.22002321326591304,0.8035702765982476,0.5837281118025958
CID005773-1,0.1639735853438136,0.03606227110598141,0.06617043010391438,0.27946192023763605,0.11811445321985217,0.12493232667207411,0.21128501331672814,0.703110457758134,0.5796785889628445
CID005774-1,0.20469287062133557,0.00021621539789624911,0.3018254286998935,0.049701311239799886,0.23541990996927065,0.20602377232630148,0.0021204917455027463,0.8225777260521897,0.5932720949123401
CID005775-1,0.03360137477394559,0.015932743655447747,0.05272736667300582,0.34115251745274816,0.049083386049531184,0.22785486231861304,0.2796477490767085,0.7009852216748769,0.5887587813143549
CID005776-1,0.03975123780704014,0.0003605274965953945,0.20474111833785832,0.16894167211608402,0.24720368979385268,0.2271168994503794,0.11188485499818995,0.821285997806643,0.6118787496693235
CID005777-1,0.12926408201989698,0.000363895368671453,0.15373393224145768,0.09762888219601923,0.3327316857894796,0.2286621926800803,0.05761532970439464,0.7583451780603204,0.5867559583124705
CID005778-1,0.08783303176441803,0.003576406449299237,0.12720271083778367,0.09495463620524956,0.23354358900607938,0.14332963047319544,0.30955999526397465,0.7565165089954198,0.6075553168255711
CID005779-1,0.23925373290012206,0.04379670470158695,0.13847964989214043,0.24520111316161636,0.06846758175788721,0.08561754585230023,0.17918367173434682,0.6914185112400415,0.5968119333751775
CID005780-1,0.06560251587906876,0.0009632773291561311,0.21394081882381205,0.07491676305628182,0.2939017664226107,0.08951990404018426,0.2611549544488863,0.7340747161673609,0.5852830176331073
CID005781-1,0.20639519940489134,0.001444834153249821,0.24065541878815755,0.10232849551038337,0.2864542879035905,0.1572448551665274,0.005476909073199933,0.721595235478101,0.5749370447256987
CID005782-1,0.2868474131704613,0.002730425272331523,0.15385909220924102,0.011276975747523298,0.26009750463033987,0.1576565022666957,0.12753208670340732,0.7216172781882417,0.5560839749922485
CID006558-1,0.02382472401852367,0.0006236425276824274,0.045427431974377985,0.3279855178278033,0.000344655038271571,0.2918381770204034,0.3099558515929376,0.7206292957417395,0.6313026211130467
CID006559-1,0.000325922608930297,0.0022112359540644297,0.049398637182100365,0.2903360202988206,0.003301548877344463,0.3197676687102357,0.33465896636850423,0.778774873195474,0.6162057705830651
CID006560-1,0.06961380626471801,0.009613633180659047,0.264773770361622,0.1950906603445878,0.23580571646506224,0.1721441941919344,0.05295821919141645,0.8363803578395853,0.6369037071894463
CID006560-2,0.06614321124186837,0.014885860013820003,0.26414424192248226,0.19523087154175303,0.2158199536873331,0.2295954427520851,0.014180418840658205,0.8230871463831403,0.5982654177057778
CID006561-1,0.05411920131659679,0.006543573444783327,0.2903586038780085,0.11775649285020438,0.16861869623767442,0.30356740596886134,0.059036026303871184,0.8289681311732517,0.5832318987087156
CID006562-1,0.02880791594051665,0.0004351686394260468,0.21205041992215762,0.2057966836547811,0.2604516974942469,0.09286373479001002,0.19959437955886167,0.8185167569815341,0.6172693887510043
CID006563-1,0.03722052215078078,7.632375563491864e-05,0.24675395820027757,0.14629353415069618,0.17285134495487559,0.18010840045588025,0.21669591633185475,0.8108512768864996,0.5770661554108677
CID006564-1,0.09631101837064292,0.0003008321813208972,0.23318233810433517,0.029621495418037404,0.21289166307117283,0.16450925025797725,0.26318340259651346,0.7219242504139574,0.5663558268362332
CID006565-1,0.0002824157792656548,0.025535435991663382,0.10412493871670486,0.4410559158698315,0.08067546364398605,0.004149440055694939,0.3441763899428536,0.7682481514690785,0.5467856763771288
CID006566-1,0.003713885055049046,0.0037839232953940883,0.2848925611555777,0.2959028289801216,0.006549976135445552,0.04400302448120967,0.36115380089720234,0.8603993457816546,0.6174299704225912
CID006567-1,0.030212376576133407,0.0013675343579180495,0.24292198198986953,0.3364015253106483,0.0391063344396305,0.05512003915098155,0.29487020817481857,0.8784167557682891,0.6006662090074677
CID006568-1,0.00020368518528203207,0.00021237917088175212,0.08750285893877606,0.5571759237871906,0.03370444583605566,0.11430704527291506,0.20689366180889882,0.8689976057737592,0.6230253325536514
CID006569-1,0.032698556025346666,0.00042322114834721927,0.11054571660011428,0.3027268588311448,0.10790874615543258,0.2510572110360931,0.1946396902035214,0.8350977293069566,0.6337070046779485
CID006570-1,0.32081001491281325,0.0004877650641187329,0.13031907307009552,0.041919271961351666,0.2886646023460222,0.05751953448362137,0.16027973816197724,0.7581765311322735,0.5848219570996736
CID006571-1,0.0003600388211368909,0.0004505026754782014,0.2776144216821858,0.2050687996301795,0.16997132760697167,0.006024042623713319,0.3405108669603346,0.8320483315901859,0.5748780261432793
CID006572-1,0.00013588829128169941,0.001002063922800349,0.3360318539571731,0.11122707538569461,0.18259882084907647,0.17149592895952645,0.19750836863444737,0.8211019531501994,0.5507696738349447
CID006573-1,0.09966690140421613,0.004067879828758554,0.23851054932008708,0.041680302036098356,0.33702007808763046,0.1702929673264003,0.10876132199680918,0.7819039034075292,0.5662215069489975
CID006574-1,0.17390750994407583,0.001078399947758606,0.2602012732337266,0.09685373888121211,0.2776870265986699,0.16478609813845455,0.025485953256102378,0.7916314569987732,0.5886412272064958
CID006575-1,0.017889291957207443,0.07366464982175487,0.2639322878658996,0.33901761977160294,0.15709502124559152,0.021876325116670123,0.12652480422127357,0.7869424492926047,0.6016063870279382
CID006576-1,0.0028791410495653024,0.015490216717207635,0.10628761827572233,0.3542767762274631,0.10560954306778145,0.0932068685353204,0.3222498361269397,0.763836087967472,0.621482694912924
CID006577-1,3.42799745569506e-05,0.0007963180525242812,0.3731305360436981,0.08972521119289537,0.04380407394454362,0.290224335303566,0.20228524548821564,0.8185772633634599,0.5917248885364629
CID006578-1,0.0002494585409240925,0.00010365155233473668,0.6230334720858883,0.1754136843264228,0.00953843122006235,0.0051528185055248095,0.18650848376884285,0.8084445818575876,0.6076958550584255
CID006579-1,0.00035636411543802,0.00021331333668905603,0.36924704207886094,0.09339156800799628,0.010673674036517205,0.2981704043764805,0.22794763404801793,0.8378812101527118,0.6124967388580791
CID006580-1,0.012750713372740948,0.05553830086414807,0.06754566229608894,0.28971015425755686,0.016163842591058887,0.2698089351942008,0.28848239142420545,0.8177822177822177,0.6439781179483434
CID006581-1,5.282110924042839e-07,0.011767085907333621,0.0756653364826784,0.4620818676367293,0.052811308602573215,0.39196724288453694,0.0057066302750561045,0.8183212037428451,0.553102961406193
CID006582-1,0.012015246884981966,2.2137026091779025e-05,0.22400843725130562,0.16576997873916752,0.20160845198218588,0.21153271634725063,0.18504303176901654,0.8072821066753285,0.5848807226899573
CID006583-1,0.0007918188454346426,0.003266897661424726,0.34921925258813624,0.3527324525343316,0.13559719483623936,0.0036551495258230946,0.15473723400861034,0.859729445962597,0.5747866118942629
CID006584-1,0.0009746475000350131,0.0038070859630824146,0.3195989848763118,0.14648936114706146,0.12923469206003474,0.3819103259238626,0.017984902529611987,0.8606943226966906,0.5778563685143432
