,Epithelium,Myeloid,Stroma,T Cell,Other1,Other2,rho_Spearman,rho_Pearson
CID005763-1,0.02097378992051081,0.034040649326330205,0.25421884525770905,0.3043648478416044,0.3372314051572982,0.0491704624965473,0.8231774103064142,0.5656525914891701
CID005764-1,0.0020012836093576515,0.2587376382261981,0.3163733874771706,0.236239427052692,0.1808475438732743,0.005800719761307292,0.8732659529607009,0.7832189522026204
CID005765-1,0.03129141994774856,0.09980301817516712,0.26368040518186076,0.10282481946452675,0.22044358392345598,0.2819567533072408,0.8760603655777164,0.6749687746598579
CID005766-1,0.06005913014143543,0.06437148458624486,0.2483211633524772,0.29246774951632504,0.22476027308345636,0.11002019932006107,0.923329682365827,0.653372240824584
CID005767-1,0.27944214446275656,0.058198240948352985,0.2111647323606197,0.30865554605538087,0.05777259708695064,0.08476673908593926,0.7797913294247276,0.5401650670615271
CID005768-1,0.034291550549595685,0.006764862149913613,0.13588869288786445,0.34170142087756594,0.1690677302106718,0.3122857433243885,0.8372044047638841,0.6727215520362496
CID005769-1,0.2985058282304712,0.026961661778584202,0.36687541122597134,0.051216424162934156,0.02982354429537873,0.22661713030666036,0.9287389077267153,0.74812316060986
CID005770-1,0.2937507456407847,0.04636542629574754,0.4442744371049211,0.05991581054248847,0.14801407789915086,0.007679502516907351,0.9145962182972499,0.7683615527137959
CID005771-1,0.07378517182220368,0.10952499069616756,0.15840569442249577,0.3102192903591524,0.13934556592190736,0.2087192867780732,0.6887145752306997,0.5255216532279181
CID005772-1,0.15956587771548927,0.00014782092152228286,0.10426873251958406,0.1887069650444943,0.21227855535159812,0.335032048447312,0.8912580097198811,0.8093752765798667
CID005773-1,0.3125400428287819,0.0020766598192069772,0.0073800384179478935,0.36371096949698034,0.303054486433214,0.011237803003868957,0.7561296182512757,0.5793043751647521
CID005774-1,0.3901617945615104,0.027157762321255562,0.2477443360826743,0.000958322691386023,0.27422726683008986,0.05975051751308386,0.948496435387713,0.7111319586829368
CID005775-1,0.22918990860146418,0.015801641486774782,0.06489413448846242,0.29418680213533904,0.3823439956954776,0.013583517592482039,0.7239807925128888,0.5425854030591235
CID005776-1,0.187143336579895,0.00632317289754507,0.37041848740580724,0.27165217417041576,0.1459361562393085,0.01852667270702835,0.9002118435636941,0.6300842559337078
CID005777-1,0.34536926809696716,0.03766702750511897,0.18302920812861537,0.05533334367490642,0.043204903910127664,0.3353962486842644,0.9183137676329356,0.6495228139489763
CID005778-1,0.23092635526794514,0.00010642997784759098,0.3923088685971484,0.19982879469066134,0.04251792991257854,0.13431162155381898,0.8943667976205311,0.6908002206535017
CID005779-1,0.4098270500805225,0.02225399371805729,0.10371872070598513,0.1588924534160971,0.2556838496534319,0.04962393242590608,0.7277410130451036,0.4715274163335428
CID005780-1,0.3680679868990323,0.06802092278051418,0.1706918476610491,0.06146667135462024,0.08760826387044751,0.24414430743433657,0.9044158897229718,0.6985099031043132
CID005781-1,0.4872331688191531,0.003715348207895365,0.22050823035757292,0.08902006184229712,0.07921365901758792,0.12030953175549362,0.9439762315456709,0.7595313174427396
CID005782-1,0.30143197734449684,0.006217012309832917,0.3078181051518816,0.047343434017552595,0.2188496862997995,0.1183397848764365,0.8861734362600101,0.7778777180859987
CID006558-1,0.1956688759985211,0.03434254941651137,0.013244505705186453,0.42423387519370936,0.27293705428603665,0.05957313940003497,0.8002726653033402,0.713038488075214
CID006559-1,0.1277493927965865,0.02002070479401023,0.11445432332773323,0.45798184566762673,0.25625639219716173,0.023537341216881672,0.7234203474215445,0.6129281937365887
CID006560-1,0.32209807776276106,0.0005814010261147733,0.24630187053482644,0.2960816214546085,0.13464126232738463,0.000295766894304633,0.8789068085078474,0.6716106836042307
CID006560-2,0.26058946034315483,0.0006730963361465315,0.20350399374208292,0.2897874184150586,0.2444195337682501,0.0010264973953070247,0.8585964387251235,0.7802803330789594
CID006561-1,0.2985072419012166,0.005881871016460407,0.24074195154019026,0.2233599053072478,0.08930873741749257,0.14220029281739244,0.8621849400869673,0.6141911010100751
CID006562-1,0.029990723246417435,0.003535858623643317,0.2950068811420075,0.3133636352670201,0.06237845420099053,0.295724447519921,0.9116968981550756,0.6726576746609685
CID006563-1,0.05792632111818055,0.0035196354313696177,0.3873081575331825,0.29369263271822177,0.18246802306427112,0.07508523013477444,0.8857181722960564,0.6674781869375027
CID006564-1,0.3103300189514662,0.017419132382119448,0.10658211076177103,0.08174996536402497,0.2074101052371207,0.27650866730349755,0.8320850286707849,0.7243135095437214
CID006565-1,0.04128131406440772,0.00931776239488789,0.16859497334712567,0.3859178626627782,0.2918050953653842,0.10308299216541641,0.7892766493300366,0.6716415423208609
CID006566-1,0.014846677407062175,0.014989981708846524,0.32676720349080796,0.3388823292233658,0.25838475505241354,0.046129053117504086,0.904794541725499,0.7774765255496506
CID006567-1,0.05923469577644755,0.0028689901578137877,0.3961021966582923,0.46896964530047036,0.07015028603683687,0.0026741860701391235,0.8670738508835172,0.7314034564985714
CID006568-1,0.03355530761116518,0.0015419571501429745,0.22524739785488943,0.5492195779840346,0.1877070684040746,0.002728690995693197,0.8421503679621292,0.7777327212070847
CID006569-1,0.21550021466500405,2.1693516429774502e-06,0.20074201477742534,0.3804955775236894,0.05916217416436517,0.1440978495178731,0.8987479586281981,0.7367999515988248
CID006570-1,0.34923655455909475,0.0004015020407238372,0.23129717956117937,0.09701967689400001,0.2061533759683379,0.11589171097666415,0.903814815804237,0.7480970969431088
CID006571-1,0.0002727678964032489,0.09048845998720262,0.2712837967932898,0.3526046636007191,0.25476213140660847,0.030588180315776793,0.7758970558335684,0.6281621668635665
CID006572-1,0.09643548258888114,0.11634295436770878,0.26268337960173754,0.23010344749059417,0.08392290914257991,0.2105118268084984,0.7600005342879278,0.6104610722020894
CID006573-1,0.23417839896064088,0.0022763614255056834,0.12371479862569376,0.03428718372221005,0.25102264295184235,0.3545206143141072,0.8956914054850711,0.7547014991239294
CID006574-1,0.3144946186464756,0.004596044515243336,0.15084686236834544,0.12580448773421948,0.15036194442574966,0.2538960423099665,0.8872331899660727,0.7548455416472406
CID006575-1,0.17270096516086614,0.011537931168267922,0.17378587958527608,0.4206783606323001,0.21660464468799015,0.004692218765299718,0.8198713197919604,0.6925920827365343
CID006576-1,0.11052112766655751,0.020945989708478205,0.06109744908001736,0.3294284766430694,0.265687499458487,0.2123194574433905,0.8427525328001484,0.7312012183516101
CID006577-1,0.0012013525882251755,0.020440333879767257,0.36209907591646423,0.2946989796809618,0.3166168708811088,0.0049433870534727935,0.805667683456876,0.7166801643308894
CID006578-1,2.8565314910382e-05,0.02346998925254141,0.3917148338551507,0.2224370080228796,0.3617685931069324,0.0005810104475854309,0.7731409833143017,0.7143585587389522
CID006579-1,0.01296689612538042,0.021774204520660874,0.4602482961059886,0.3504301135141585,0.0006471509220624571,0.15393333881174914,0.8606959918373237,0.7176575028209962
CID006580-1,0.013282885378672952,0.19901682818399677,0.1812438779257111,0.32266288338090304,0.15575252680281673,0.12804099832789942,0.758111500620278,0.6335900741278007
CID006581-1,0.00010509093262893483,0.150510871490269,0.2824763486236581,0.347482916556407,0.21834161844812194,0.0010831539489150129,0.7714228203358638,0.635611363445274
CID006582-1,0.03038227379279072,0.0439589716054906,0.1826118645431311,0.20675374482895156,0.24094476522930214,0.29534838000033387,0.7791868137739428,0.6106583253064235
CID006583-1,0.01167318611558534,0.00588996390765642,0.26482508779766895,0.3651753481801835,0.3303023070259008,0.022134106973005017,0.7886811262469584,0.6691876395550268
CID006584-1,0.1024971173008753,0.0004492062220332568,0.22891206676561074,0.32114711096863596,0.22459330204118724,0.12240119670165758,0.7650762696016884,0.6669260773438768
