,B Cell,Epithelium,Stroma,T Cell,Other1,Other2,Other3,rho_Spearman,rho_Pearson
CID005745-1,0.13897690368880714,0.002424541021917887,0.20042794796395189,0.14943212918285323,0.00011230301622982789,0.2297556327331008,0.27887054239313924,0.902996625914838,0.6419972034099952
CID005746-1,0.18559303642006406,0.033137033335355164,0.05851032476193075,0.13520926079094495,1.3622288819530884e-05,0.28439032177691964,0.30314640062596593,0.7893175396652902,0.6470479937065073
CID005747-1,0.03471935254853162,0.0012993746186971478,0.18744775946901954,0.5322020888610648,0.000217213814508883,0.08496599335036834,0.1591482173378097,0.8613578845671453,0.6260536899943538
CID005748-1,0.19213653619917112,0.008046680952492466,0.2673738609763528,0.21717407160715413,0.00017418338344820682,0.1108120158203315,0.2042826510610498,0.860530652393301,0.65182234014131
CID005749-1,0.039139632518685616,0.2029100154618939,0.20622675071089028,0.2682020910222006,0.08052625316793892,0.12357368858871168,0.07942156852967895,0.7238172860972252,0.6890933802622999
CID005750-1,0.03993028211541826,0.0738202043532207,0.30525549952913206,0.2424287473948878,0.003412314963617454,0.18432055786308335,0.15083239378064048,0.8158086235629258,0.6791467457602594
CID005751-1,0.011539466605853463,0.10141779972556593,0.0529289852925646,0.28935217757024134,0.05490747584105856,0.23117785336096344,0.2586762416037527,0.7504801679611786,0.6849986273510479
CID005752-1,0.38533807605054854,0.07778149827969914,0.02559347103130388,0.04988015095162548,0.1669159806084002,0.2777170804598007,0.01677374261862213,0.8416817600038639,0.6289294735656686
CID005753-1,0.00047048768154230654,0.03696718617890395,0.3133745918346543,0.06813359680442096,0.256157256044031,0.31237535600835165,0.012521525448095898,0.7944186011856716,0.64472069045505
CID005754-1,0.013093821122497927,0.4657948678230339,0.25863350938335955,0.02363834816144667,0.18448773475717806,0.04233020256280499,0.012021516189678906,0.7807140852521229,0.6657699520428473
CID005755-1,0.0007869896985735868,0.009003250429353375,0.026608456863780907,0.41983799325620313,0.0005923128884274486,0.18651655418836163,0.35665444267529983,0.811847207720975,0.645676486817554
CID005756-1,0.16036895924821315,0.0003737923869185729,0.31887493677148726,0.1285994059923607,0.0008874629553293295,0.06095747965591871,0.3299379629897723,0.8581355715222991,0.683194111595015
CID005757-1,0.042593546241016765,7.567975599358177e-05,0.03916856593219342,0.43140911972638835,0.00017633730097772803,0.1979286256695454,0.28864812537388485,0.7743443581996314,0.5820786062809276
CID005758-1,0.0007950449504213503,0.1653715286128485,0.21943599491701168,0.030880616827835765,0.30935553957558437,0.27409388924835526,6.738586794305905e-05,0.703340529630434,0.6159937562570864
CID005759-1,0.3900375764632312,1.8945182583672115e-05,0.05306638592111978,0.3668820464771811,3.689466944020292e-05,0.08534447369765409,0.10461367758878996,0.8754329426026346,0.6144994126296356
CID005760-1,0.0225228517466705,0.20617133641444524,0.19139601239624687,0.07789462135528007,0.23999112794764343,0.2155085944533537,0.04651545568636013,0.7499275519814533,0.6783294717632777
CID005761-1,0.021466642504238027,0.0381530666253354,0.06895799134860009,0.35871446245607824,0.003143161656341311,0.11784143579811315,0.3917232396112937,0.7550001117620908,0.6419739504684696
CID005762-1,0.0002759560539654792,0.20326888796231593,0.24390783602668195,0.15778043377397286,0.3237743849251485,0.035491859712218826,0.03550064154569649,0.709652352098822,0.6633068790917185
CID005763-1,0.0004825572503277839,0.017383058969563665,0.16328685766694756,0.3093119343450601,0.0009136131949551332,0.17211740279298332,0.3365045757801625,0.7912294739433676,0.6843638693282221
CID005764-1,0.2965186186312018,0.00015991663824687892,0.13493322074638744,0.16381496313375843,1.3067392339334242e-05,0.17961453005614708,0.22494568340191906,0.8851101225243101,0.6455538204885337
CID005765-1,0.0038415141576530615,0.014170812543902732,0.34256541766965415,0.13964417823145236,0.08903402022722744,0.07501263206141154,0.3357314251086988,0.8794501195392306,0.6724961835751482
CID005766-1,0.0004204152358043021,0.01822330250600035,0.17148492959128764,0.317655516237303,0.037673280297974995,0.16319551552382763,0.2913470406078021,0.870823975464271,0.6758336054286199
CID005767-1,0.26241075270482617,0.0844367057852937,0.1257517088864057,0.1564531344241701,0.028450130139916176,0.08616944497856543,0.25632812308082276,0.7086876080771494,0.600232841351032
CID005768-1,0.09736820641189502,0.0005848951108374599,0.11238551220843121,0.3066081756799552,0.005367169354200859,0.29531494477366793,0.1823710964610123,0.8595436132932314,0.6230005946217316
CID005769-1,0.04430687807563546,0.08391314031492764,0.32542826301409916,0.07273139748655445,0.24969922513152865,0.22234102327494007,0.0015800727023145946,0.7771041812710648,0.645541187852293
CID005770-1,0.04636622595724,0.18950601238274103,0.30171068196114476,0.026888873041768024,0.22313604718782762,0.18748892353098026,0.02490323593829833,0.751703735902823,0.6349343237786222
CID005771-1,0.01036422675336494,0.021440842700661447,0.10700253008834033,0.19456128081195004,3.5184574589503426e-05,0.2400226912621511,0.4265732438089426,0.7586578219203444,0.6490219037384637
CID005772-1,0.02332512372531639,0.038395237698156795,0.1473225196651256,0.17588770268343143,0.18475807202315014,0.18023621154558406,0.25007513265923553,0.8042865077640126,0.6375243139504643
CID005773-1,0.0002884437602528628,0.12038527443533792,0.0607013364845491,0.3161914086300852,0.05348388495157131,0.07367264749693883,0.37527700424126476,0.706370207294019,0.636485572094187
CID005774-1,6.809597761635067e-05,0.19628669453803121,0.296223061832525,0.05300944006860518,0.25616064724592713,0.1962582532891513,0.001993807048143835,0.7630734779777656,0.6281096509535946
CID005775-1,0.0033029737753076612,0.025555177737956014,0.0570455544608894,0.40592478236955887,0.057697485411937,0.028143168100352684,0.4223308581439983,0.706310336006517,0.6220352979410836
CID005776-1,0.14734239082651138,0.04509307058975153,0.2571983432863287,0.18138120168149777,0.21763537813447195,0.13678765370099788,0.014561961780440794,0.799208377848049,0.669338035263123
CID005777-1,0.05888789989599138,0.12434880457376049,0.15453399856948208,0.10335038212466365,0.31130386780326685,0.24190710124629736,0.00566794578653828,0.7035895499961505,0.651154800242228
CID005778-1,0.21364386950961728,0.11777906789170156,0.12108438706414713,0.07627323980552912,0.11238860966170397,0.20977009638395105,0.14906072968334985,0.7566591803714168,0.6994140884984049
CID005779-1,0.0019733222212131698,0.19511415970380405,0.12495355766306256,0.23337094668569186,0.10098922615986403,0.1114864946952448,0.23211229287111948,0.6770009307386841,0.6332264821884602
CID005780-1,0.1872292640227126,0.06520666483016414,0.20572605185805895,0.04952336877418387,0.22367478920716963,0.08313344257946913,0.18550641872824167,0.7032427120864724,0.6428609039132406
CID005781-1,0.002525632745500448,0.18142048915859946,0.23975335484679722,0.10660859855722356,0.23063202369380828,0.2377745018539424,0.001285399144128603,0.6642577453453621,0.6420809141163102
CID005782-1,0.004584581558953347,0.31936278488917197,0.1692741987804431,0.02825296168775285,0.21802600802924602,0.09662694970628416,0.16387251534814856,0.6998563114298825,0.6072920864806267
CID006558-1,0.18614456862126683,0.053485798087494464,0.08318387528407942,0.34686777981948846,0.005624523120786484,0.06686142325877178,0.2578320318081126,0.7493101795395899,0.6513510009271944
CID006559-1,0.29941629970136746,0.02022505544146087,0.06886125413850223,0.259111621885649,0.0002514032449986917,0.2024568905303769,0.14967747505764487,0.8302132726810767,0.6200356369368955
CID006560-1,0.0008497754922761406,0.07246125271866974,0.25052809462715053,0.1888655921750563,0.21839570835122177,0.25029950006143636,0.018600076574189266,0.7967978919186074,0.6648042542876652
CID006560-2,0.003002532086982646,0.0778208633260507,0.32796321926311567,0.2524481963115235,0.15445659593869043,0.08492944247721054,0.09937915059642664,0.7995196431202795,0.6197010062653943
CID006561-1,0.002277059596550337,0.05071180305903198,0.2914899509175058,0.11042012338965837,0.1372019478532753,0.2966416200016261,0.11125749518235212,0.8181118005577477,0.6153604021299132
CID006562-1,0.29759054937321494,0.044468791667756136,0.22701909830411485,0.22614849282239186,0.055249490604328516,0.04611227796813684,0.10341129926005681,0.867060856763374,0.7085274590719159
CID006563-1,0.3126731235421598,0.07077998837121044,0.2932438488025838,0.1995583226558045,0.06497871249184548,0.02739475149811135,0.031371252638284615,0.8516991101138455,0.6979124344611974
CID006564-1,0.1402601471313757,0.08496905677474405,0.19758367902804186,0.028613880970746564,0.0993906251939917,0.3019277629514403,0.1472548479496599,0.683681845717266,0.6519116617764652
CID006565-1,0.5001780227137181,0.0020246422833604502,0.10437047608054409,0.23216563825690018,0.004908841773005177,0.07741428098017204,0.07893809791229993,0.8912759359677892,0.6385159898872849
CID006566-1,0.14239216966725363,0.012354798788567108,0.19605092855761935,0.1702399319868371,0.0014100067942717648,0.38097031399468245,0.09658185021076854,0.8691802068783981,0.6249419292295441
CID006567-1,0.10143466434847667,0.03203048923407265,0.2347524831384173,0.3043344756996831,0.004706960683018804,0.2113220499138415,0.11141887698249002,0.8857894412895659,0.6207659522465921
CID006568-1,0.046535006956279414,0.005324895508909951,0.06819578795535321,0.48265329035656196,0.0002552533822726709,0.31170715088636164,0.08532861495426128,0.9014109696181201,0.6449766696843253
CID006569-1,0.05152764384187591,0.07144801134095799,0.17567074326642618,0.3576979431982453,0.16720157802394978,0.06695522258868532,0.1094988577398595,0.8117837212363509,0.6790405401848792
CID006570-1,0.07888564481985719,0.286138188667944,0.12321966398142517,0.0481431467346748,0.12278567323040193,0.2582705081290396,0.08255717443665732,0.7196994344838206,0.6621776387815849
CID006571-1,0.2551948688021618,0.005370678932193779,0.24690977449229162,0.20035280035078937,0.019223318661389682,0.16043362090178254,0.11251493785939112,0.8701955938798045,0.6421960441150516
CID006572-1,0.12763127655973341,0.038158855929013635,0.3854216706202672,0.1455382553440097,0.0505625174377862,0.07559653195714672,0.17709089215204313,0.8205969716728247,0.6093164181605383
CID006573-1,0.03181370956982183,0.10522407767002834,0.3087144376627167,0.049135792950399916,0.38096663638962613,0.11494576669756872,0.009199579059838462,0.7200682031768966,0.6226125687253683
CID006574-1,0.06931654610481906,0.18300262838343948,0.29992840813236893,0.07353017276910763,0.2569927312742773,0.08560826650212845,0.0316212468338592,0.719629770035756,0.656524517155906
CID006575-1,0.00018471648953941418,0.009339579491671975,0.19143361395005376,0.3500145093224747,0.05004612224781336,0.05842316351924066,0.3405582949792061,0.7786433445270624,0.6083509203786206
CID006576-1,0.07074943626413217,0.03305637992650259,0.1218411396741491,0.30193986805390827,0.015203761942489274,0.12481390389766585,0.3323955102411528,0.7754992802203545,0.6514459385211967
CID006577-1,0.2491149968955799,0.004039881962753738,0.5002403748323575,0.1515131206364933,0.0023360933389069485,0.04192793570584035,0.05082759662806828,0.8381262006797695,0.6280101256083281
CID006578-1,0.11580648151191124,1.667417198527145e-05,0.47938320454065214,0.14891706272815605,0.0004949006966956365,0.2346140936318017,0.020767582718798066,0.8352958567268937,0.6260418390553155
CID006579-1,0.202095850074449,0.03681069679693194,0.4461552514397204,0.15932853949719641,0.003199086298015236,0.037476146973043106,0.11493442892064393,0.8700741513413003,0.6268436549029591
CID006580-1,0.06686637587636537,0.007275252206493161,0.056814677708727335,0.25706336109921657,0.005362643827716199,0.2665577814270831,0.3400599078543984,0.8461383180588639,0.6714279756024025
CID006581-1,0.032628496052484364,0.0008899910155128875,0.18283882182092645,0.657813784932044,0.005978432471555114,0.010026708058316399,0.10982376564916083,0.8770824270606765,0.5912744077359454
CID006582-1,0.2129899015788706,0.0630021503614088,0.26627406801536596,0.20957190858052832,0.08212529883090476,0.027649853782917892,0.1383868188500037,0.8263769970398352,0.6393327388261603
CID006583-1,0.0365845517846772,0.004600536656885814,0.29375174557909184,0.26130127875674686,0.014929815952827255,0.335880884498546,0.05295118677122511,0.867923146945347,0.6086421188048021
CID006584-1,0.021413911746654368,0.01628507347685811,0.36935952446002884,0.21607304152338763,0.06351625327271603,0.2385387115906624,0.07481348392969261,0.837194812721872,0.5883227480310083
