,B Cell,Epithelium,Myeloid,Stroma,Other1,Other2,Other3,rho_Spearman,rho_Pearson
CID005744-1,0.06922983210924527,0.03890258027937437,0.005738003692057494,0.23858703214465893,0.2395722262533658,0.19202541247752616,0.21594491304377203,0.7871056931004148,0.5552922291087926
CID005745-1,0.16945255406516585,0.0007351668463246475,0.03955670403986419,0.27692114731249406,0.0003174720089444653,0.2232266283341561,0.28979032739305066,0.8929381755661719,0.6096617110947833
CID005746-1,0.3854439842995316,0.07969839848511125,0.033754925728563,0.09419456245800234,3.1022440749607345e-05,0.00994247685658359,0.39693462973145865,0.7641457655962088,0.5738368999222665
CID005747-1,0.1406894364206237,5.554929833963725e-05,0.037133534466499196,0.2640208428229687,3.057093670794426e-05,0.21991297809572327,0.3381570879591375,0.7902701675885766,0.6310282177189086
CID005748-1,0.203411632520216,0.002039724537891189,0.014517547989548931,0.28595293927960647,0.002184480232680677,0.16247313657480533,0.3294205388652514,0.8561652317841365,0.6369472873573362
CID005749-1,0.049886578128706324,0.2947457085307092,2.6268472996142995e-05,0.3022283525691706,0.2065552717467139,0.020188284288864784,0.12636953626283906,0.7213097941542744,0.5909247492367772
CID005750-1,0.045186690278300516,0.052614999881213736,0.000429453624940636,0.22958516483808775,0.02064817393142164,0.4322490696675311,0.2192864477785046,0.8097377088486559,0.6397143594296689
CID005751-1,0.13618452715735585,0.1834852855778917,0.037538236597953516,0.11295861694117053,0.1545336538048811,0.12285943188174764,0.2524402480389996,0.7009951756178451,0.631145841524647
CID005752-1,0.31805806062561226,0.1082223799457871,0.0004291154203526166,0.027404890628002228,0.21038982916732624,0.3270197511854789,0.008475973027440915,0.849671529927908,0.6384744417148709
CID005753-1,1.36025971400812e-05,0.04851051225801896,0.0029239853764370946,0.28077764089530516,0.311756106680252,0.3482829860283449,0.007735166164501918,0.8287659807830727,0.6010217140407257
CID005754-1,0.0019014659950536727,0.36034939906091246,0.0017175859411300556,0.20499623944680026,0.19833937467791943,0.22338913984671885,0.00930679503146527,0.7874563879065004,0.6171460274945941
CID005755-1,0.16724970007451828,0.06542411835469408,0.24960794322221969,0.10189103166084348,0.0035724934961951626,0.1461822950359313,0.266072418155598,0.7345920414135862,0.604636026423395
CID005756-1,0.16522366781611267,0.011373549506363975,0.032719523905848175,0.31297434963352555,0.10568484087930584,0.16696900870984874,0.20505505954899503,0.8532052125839147,0.6433482152519738
CID005757-1,0.21016632167519306,0.020534888327239185,0.32394261947905884,0.10599421145130153,0.00040202461068477663,0.01233386220434365,0.326626072252179,0.7200413854009592,0.5672903600684952
CID005758-1,0.006521020559356317,0.2604912082922918,0.005240046053842783,0.3099385003190672,0.4089683151311843,0.006404039247227953,0.002436870397029626,0.7202166195754546,0.5827774054513354
CID005759-1,0.4876191435951784,0.0008007848345995262,0.20730213954131807,0.08146262727866256,0.001240038827297268,0.15883386862391624,0.06274139729902792,0.8675378750190492,0.6107864482108732
CID005760-1,0.0175877291953077,0.2546065346764195,0.0057005639415607144,0.232656618888685,0.35203775358498973,0.13548770379136973,0.0019230959216675514,0.8014042363760334,0.6143851771760631
CID005761-1,0.22581284985131067,0.06762257110485861,0.15676494782967715,0.09653499139326788,0.0007326495041242876,0.21729407625492475,0.23523791406183664,0.7157266389794454,0.6115795365739188
CID005762-1,0.0009611671677609892,0.14876242001204587,0.0022090070045536997,0.17384841719132604,0.3320905317698246,0.3394719800705429,0.0026564767839458566,0.7537241453220448,0.586235249978909
CID005763-1,0.026594779718208894,0.07405429363344966,0.09925343020500009,0.24068967400301167,0.0329060906274151,0.23967377080071636,0.2868279610121982,0.7335941462001014,0.6410055647658778
CID005764-1,0.3736905004199792,0.0006039123163419073,0.07094217892634824,0.1542674136222462,0.007417199508062649,0.20316961386155202,0.1899091813454698,0.8710519146174591,0.6075059754479596
CID005765-1,5.492117769027402e-05,0.023383297651793835,0.03898399512526723,0.3233269371023498,0.2142225862910676,0.22235607056963988,0.1776721920821913,0.8608385973414175,0.6053476744170402
CID005766-1,0.0011237553459681954,0.03842259581728647,0.08162573194691476,0.2922918372278235,0.17878374340172165,0.08999869813745631,0.3177536381228292,0.8144210342437579,0.5809860901372895
CID005767-1,0.2696582496822697,0.14772973296648906,0.036301719553656416,0.19696499156822214,0.0015541308823247893,0.060879572549306045,0.286911602797732,0.7111738993938516,0.5956985524177103
CID005768-1,0.35954524909565466,0.0018641315173168085,0.012074820064043363,0.1452055254867007,0.007179954091473213,0.16536196166823772,0.30876835807657343,0.818619550128021,0.6038132415872781
CID005769-1,0.04862965363315158,0.11814067466922336,0.00023102999865988181,0.3775820601271922,0.26811677960679475,0.18100513915580016,0.006294662809178036,0.8099062903253073,0.621324569790366
CID005770-1,0.04836906266452025,0.18484439291043403,0.0017637645445746349,0.30828525571787224,0.29086149984020704,0.16318317019668896,0.002692854125702853,0.7676890394053972,0.6084301651162002
CID005771-1,0.12395998770933724,0.05838645567702113,0.1692387336211969,0.18583587845063745,0.01332646327108952,0.10235193645355509,0.3469005448171626,0.7091689097460036,0.5918288988081185
CID005772-1,0.03538136494785292,0.0507478655849971,0.057927082974596436,0.19347919722285825,0.24891826116623142,0.09367594084552797,0.319870287257936,0.7840383629263565,0.5661472154549705
CID005773-1,0.05093604485417437,0.2462073602706103,0.04313107403460652,0.12184105586152587,0.1273343254942618,0.0036388138026191516,0.406911325682202,0.6492927840959802,0.5335137022160156
CID005774-1,0.0017943079887618007,0.26069154233828407,0.0002684758719268623,0.3496040603214573,0.32364649652580985,0.06317581730179563,0.0008192996519644823,0.7849033686993176,0.5940287194374086
CID005775-1,0.24169670926780584,0.07205018679967068,0.04452857258828063,0.09198036396127646,0.023952505066458428,0.21151985993444464,0.31427180238206337,0.6406190184685078,0.5927774290568742
CID005776-1,0.2169084417739605,0.05472992271180035,0.0009571503570093805,0.2479072466443288,0.1943911866019,0.2292105479306071,0.05589550398039405,0.8185154088457876,0.6599370503201586
CID005777-1,0.19244848315863994,0.19792127125945208,0.0035649927525715983,0.22658060877086092,0.3553711093111499,0.000887169307134551,0.023226365440190976,0.7243976697328787,0.6301101306721874
CID005778-1,0.25308876531279956,0.1426301606436166,0.01648236078939772,0.1646012883919527,0.1664163263155744,0.011950712642508016,0.244830385904151,0.7548863706800854,0.6701992403054323
CID005779-1,0.0017548931171003548,0.2652367172956243,0.04490438896534959,0.16316747701194617,0.11018442678672202,0.002479308783086895,0.4122727880401707,0.6778620987706515,0.5935602357370795
CID005780-1,0.21591094500967503,0.06532662677074386,0.0015367755415780656,0.21855338865877608,0.24327409476888354,0.06827316290558333,0.18712500634476018,0.7167422623876062,0.6262191559328302
CID005781-1,0.00014043054874506085,0.29487491187987946,0.00028924037747176046,0.30916755857111505,0.34850645575563677,0.046427852983906504,0.0005935498832455194,0.71959746708193,0.585406842247981
CID005782-1,0.003948995842944331,0.297681740716918,0.01603887200504207,0.16433117490151555,0.21375744108719413,0.25313648892900786,0.05110528651737815,0.7076494818638251,0.5750963867184047
CID006558-1,0.41051550268423026,0.07338849546460495,0.014283218628626805,0.10073582163351284,0.0005088595872239076,0.01596577895179327,0.3846023230500079,0.6886201119033236,0.5510134180399459
CID006559-1,0.35053077932364524,0.029105663836044775,0.027492928259927288,0.10612214591356836,0.00029387293152407693,0.17371199746521085,0.3127426122700794,0.7777474379334377,0.5853953845163695
CID006560-1,0.0003924205929377614,0.07402844106492092,0.004475521456921491,0.302081354392279,0.27318847584995454,0.2367127121791687,0.10912107446381748,0.7920354161683565,0.6183082026774857
CID006560-2,0.000388697540068765,0.08693103291720208,0.0253830044867558,0.41562433449890623,0.3634372644258085,0.05291276986544415,0.055322896265814596,0.7734374069707903,0.56733971803267
CID006561-1,0.0017793536087553521,0.07222409128365792,0.0076638072443517904,0.3300442740132054,0.2715113557601794,0.22398311369610294,0.09279400439374734,0.8118272813144847,0.5570893248008543
CID006562-1,0.361600738348247,0.0275905313969026,0.0020870535574349994,0.2152182891391364,0.0811078717420671,0.1829276264104725,0.12946788940573928,0.8642773587389263,0.6962089660670385
CID006563-1,0.32341016525695354,0.058387530493832496,0.0006582711153440582,0.2543822945253298,0.07338870711349907,0.1990516005299344,0.09072143096510665,0.8644783895255179,0.6618758009680304
CID006564-1,0.22305956917710332,0.13170710407542932,0.017000835601114123,0.2823233076399837,0.17296848057087713,0.09898739367763268,0.07395330925785973,0.6957538318369245,0.6282713194607089
CID006565-1,0.5698049337022577,6.5195915263778396e-06,0.004481872774862462,0.043458515919153326,0.0010357408515057167,0.30406600575392373,0.07714641140677068,0.8297130694588977,0.5664755413221706
CID006566-1,0.23658884297364147,0.0022147306224751455,0.00010029289380766389,0.3698054419891059,0.000591896453995042,0.00894271920006065,0.381756075866914,0.8553700796157225,0.6085604894634647
CID006567-1,0.11924471607454042,0.033036395147177273,0.0001870361669186592,0.3035550268929452,0.028502561574259403,0.2560258754484147,0.2594483886957444,0.854554114719156,0.5971035993670109
CID006568-1,0.3184862490230553,0.0013574560485830152,0.009536900286044786,0.12463007964219809,0.00027395050032616653,0.24019882334038467,0.3055165411594081,0.8042108823405065,0.6178047806179736
CID006569-1,0.10219584555289352,0.055746906908903056,0.0019801420696754267,0.17025195567956142,0.15919271264020612,0.2624091408528607,0.24822329629589965,0.7738060006482617,0.6139420859374173
CID006570-1,0.07484093341664615,0.3020836039622637,0.003434504401963658,0.12916523626604187,0.2346114852768872,0.22436250279232986,0.03150173388386761,0.7495540551804619,0.6165334680414647
CID006571-1,0.3215975329834745,0.00011264819322221982,7.981127526239783e-05,0.2618723992258837,0.015746942591787064,0.14416102911272882,0.2564296366176414,0.8615928904344466,0.6395913116310928
CID006572-1,0.1671784347718968,0.00579636711348623,0.0006582963954815122,0.42472703303164666,0.14780165600744113,0.03697301492587289,0.21686519775417468,0.8122233930453109,0.5835239282931884
CID006573-1,0.027714170370114106,0.12502897407541264,0.0038161185895588382,0.2779726757594771,0.3397655676399873,0.2196145425145554,0.006087951050894751,0.7597027203034492,0.589226075735922
CID006574-1,0.12000489782572234,0.18874213747128804,0.00010710631261233924,0.24998304003602229,0.24564686183473702,0.18736933221947819,0.008146624300139871,0.7738447554221451,0.6155248458986123
CID006575-1,0.0015719288059020719,0.014975114855726425,0.08088494213119138,0.2907753489139405,0.2550414949367471,0.057247797652079505,0.29950337270441296,0.7566727981080124,0.5470356040018284
CID006576-1,0.19269379040351398,0.03853794806684331,0.04976135323687127,0.16844529836439448,0.09638664695777323,0.20659061283752975,0.2475843501330741,0.7062388139629927,0.6158157681017626
CID006577-1,0.14931030063583334,0.0011562892616230564,0.0005652299453304603,0.3981749397595249,0.00013835330552191565,0.31878618595433117,0.13186870113783525,0.8517017595703356,0.6363674271285149
CID006578-1,0.17904734668501127,0.0002126038656506292,0.02489992667178966,0.6186004075399251,0.0009267926100960489,0.1410256848796597,0.03528723774786763,0.8307832126496233,0.6347371933645611
CID006579-1,0.21054667281095055,0.0022081732700879107,0.0006393913044056204,0.42826897561452043,0.0027992651543526635,0.13083357138468482,0.22470395046099792,0.8489953874761524,0.6250334763071079
CID006580-1,0.2140511018121136,0.03856133687925779,0.10214480215604912,0.11314677183119497,0.00014404546824134853,0.26335359757705457,0.26859834427608853,0.7807664416801473,0.617438257050945
CID006581-1,0.27260254860251293,8.330027090007153e-05,0.009959996252907702,0.21122107962686487,0.00010406267197811644,0.27435285272087273,0.23167615985396353,0.734839234420204,0.6145003834336289
CID006582-1,0.23275526891790838,0.025545796543170348,0.0004787390697912302,0.2634090588246807,0.14303066197597478,0.1739629971869327,0.160817477481542,0.8128680292938179,0.613642174104338
CID006583-1,0.1372432360184657,0.0007539863530495856,0.005331327343465655,0.4902495745097339,0.0547988771363076,0.12124610745208488,0.1903768911868927,0.8233004902315922,0.6104016815325417
CID006584-1,0.023147284682884676,0.0002893896773507371,0.002519489763271498,0.49610796723494255,0.1534032734854018,0.2454003461368681,0.07913224901928075,0.830260955804872,0.5756760487399643
